河北酒店,#genre#
中国交通,http://111.225.113.145:808/tsfile/live/1031_1.m3u8?key=txiptv&playlive=1&authid=0
武术世界,http://111.225.113.145:808/tsfile/live/1032_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV第一剧场,http://111.225.113.145:808/tsfile/live/1033_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV风云剧场,http://111.225.113.145:808/tsfile/live/1034_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV怀旧剧场,http://111.225.113.145:808/tsfile/live/1035_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV风云音乐,http://111.225.113.145:808/tsfile/live/1036_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV风云足球,http://111.225.113.145:808/tsfile/live/1037_1.m3u8?key=txiptv&playlive=1&authid=0
北京纪实,http://111.225.113.145:808/tsfile/live/1038_1.m3u8?key=txiptv&playlive=1&authid=0
高碑店1,http://111.225.113.145:808/tsfile/live/1039_1.m3u8?key=txiptv&playlive=1&authid=0
邯郸新闻综合,http://111.225.113.145:808/tsfile/live/1040_1.m3u8?key=txiptv&playlive=1&authid=0
衡水综合,http://111.225.113.145:808/tsfile/live/1041_1.m3u8?key=txiptv&playlive=1&authid=0
快乐垂钓,http://111.225.113.145:808/tsfile/live/1042_1.m3u8?key=txiptv&playlive=1&authid=0
廊坊新闻,http://111.225.113.145:808/tsfile/live/1043_1.m3u8?key=txiptv&playlive=1&authid=0
秦皇岛1,http://111.225.113.145:808/tsfile/live/1044_1.m3u8?key=txiptv&playlive=1&authid=0
唐山新闻综合,http://111.225.113.145:808/tsfile/live/1045_1.m3u8?key=txiptv&playlive=1&authid=0
张家口1,http://111.225.113.145:808/tsfile/live/1046_1.m3u8?key=txiptv&playlive=1&authid=0
北京酒店,#genre#
广东酒店,#genre#
广东珠江,http://183.0.186.131:9900/tsfile/live/faacts/1000_1.m3u8?key=txiptv&playlive=1&authid=0
广东卫视,http://183.0.186.131:9900/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0
珠江新闻,http://183.0.186.131:9900/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
珠江公共,http://183.0.186.131:9900/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0
茂名综合,http://183.0.186.131:9900/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0
广东体育,http://183.0.186.131:9900/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0
广东影视,http://183.0.186.131:9900/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0
广东少儿,http://183.0.186.131:9900/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0
嘉佳卡通,http://183.0.186.131:9900/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0
经典电影,http://183.0.186.131:9900/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0
岭南戏曲,http://183.0.186.131:9900/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0
兵团卫视,http://183.0.186.131:9900/tsfile/live/0115_1.m3u8?key=txiptv&playlive=1&authid=0
浙江卫视,http://183.0.186.131:9900/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视,http://183.0.186.131:9900/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0
江苏卫视,http://183.0.186.131:9900/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0
安徽卫视,http://183.0.186.131:9900/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视,http://183.0.186.131:9900/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0
天津卫视,http://183.0.186.131:9900/tsfile/live/0135_1.m3u8?key=txiptv&playlive=1&authid=0
山东卫视,http://183.0.186.131:9900/tsfile/live/0131_1.m3u8?key=txiptv&playlive=1&authid=0
江西卫视,http://183.0.186.131:9900/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://183.0.186.131:9900/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0
湖北卫视,http://183.0.186.131:9900/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视,http://183.0.186.131:9900/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://183.0.186.131:9900/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://183.0.186.131:9900/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://183.0.186.131:9900/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4,http://183.0.186.131:9900/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,http://183.0.186.131:9900/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6,http://183.0.186.131:9900/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7,http://183.0.186.131:9900/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://183.0.186.131:9900/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9,http://183.0.186.131:9900/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
广东卫视,http://113.109.12.217:4433/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0
广州新闻,http://113.109.12.217:4433/tsfile/live/1002_1.m3u8?key=txiptv&playlive=0&authid=0
广州影视,http://113.109.12.217:4433/tsfile/live/1003_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV5+,http://113.109.12.217:4433/tsfile/live/0016_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV1,http://113.109.12.217:4433/tsfile/live/0001_1.m3u8?key=txiptv&playlive=0&authid=0
东方卫视,http://113.109.12.217:4433/tsfile/live/0107_1.m3u8?key=txiptv&playlive=0&authid=0
南方卫视,http://113.109.12.217:4433/tsfile/live/1000_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV14,http://113.109.12.217:4433/tsfile/live/0014_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV12,http://113.109.12.217:4433/tsfile/live/0012_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV9,http://113.109.12.217:4433/tsfile/live/0009_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV7,http://113.109.12.217:4433/tsfile/live/0007_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV10,http://113.109.12.217:4433/tsfile/live/0010_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV2,http://113.109.12.217:4433/tsfile/live/0002_1.m3u8?key=txiptv&playlive=0&authid=0
广东珠江,http://113.109.12.217:4433/tsfile/live/1006_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV3,http://113.109.12.217:4433/tsfile/live/0003_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV5,http://113.109.12.217:4433/tsfile/live/0005_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV11,http://113.109.12.217:4433/tsfile/live/0011_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV6,http://113.109.12.217:4433/tsfile/live/0006_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV8,http://113.109.12.217:4433/tsfile/live/0008_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV15,http://113.109.12.217:4433/tsfile/live/0015_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV4,http://113.109.12.217:4433/tsfile/live/0004_1.m3u8?key=txiptv&playlive=0&authid=0
广东新闻,http://113.109.12.217:4433/tsfile/live/1005_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV13,http://113.109.12.217:4433/tsfile/live/0013_1.m3u8?key=txiptv&playlive=0&authid=0
广东公共,http://113.109.12.217:4433/tsfile/live/1004_1.m3u8?key=txiptv&playlive=0&authid=0
广东综合,http://113.109.12.217:4433/tsfile/live/1001_1.m3u8?key=txiptv&playlive=0&authid=0
湖南卫视,http://113.109.12.217:4433/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0
浙江卫视,http://113.109.12.217:4433/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0
江苏卫视,http://113.109.12.217:4433/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0
广东体育,http://113.109.12.217:4433/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://14.212.185.27:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV2,http://14.212.185.27:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV3,http://14.212.185.27:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV4,http://14.212.185.27:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV5,http://14.212.185.27:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV6,http://14.212.185.27:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV7,http://14.212.185.27:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV8,http://14.212.185.27:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV9,http://14.212.185.27:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV10,http://14.212.185.27:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV11,http://14.212.185.27:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV12,http://14.212.185.27:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV13,http://14.212.185.27:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV14,http://14.212.185.27:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV15,http://14.212.185.27:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=0&authid=0
CGTN,http://14.212.185.27:9901/tsfile/live/0016_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV17农业,http://14.212.185.27:9901/tsfile/live/0017_1.m3u8?key=txiptv&playlive=0&authid=0
广东卫视,http://14.212.185.27:9901/tsfile/live/0018_1.m3u8?key=txiptv&playlive=0&authid=0
广东珠江,http://14.212.185.27:9901/tsfile/live/0019_1.m3u8?key=txiptv&playlive=0&authid=0
广东新闻,http://14.212.185.27:9901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=0&authid=0
广东民生,http://14.212.185.27:9901/tsfile/live/1001_1.m3u8?key=txiptv&playlive=0&authid=0
广东体育,http://14.212.185.27:9901/tsfile/live/1002_1.m3u8?key=txiptv&playlive=0&authid=0
经济科教,http://14.212.185.27:9901/tsfile/live/1003_1.m3u8?key=txiptv&playlive=0&authid=0
大湾区卫视,http://14.212.185.27:9901/tsfile/live/1004_1.m3u8?key=txiptv&playlive=0&authid=0
湖南卫视,http://14.212.185.27:9901/tsfile/live/0128_1.m3u8?key=txiptv&playlive=0&authid=0
浙江卫视,http://14.212.185.27:9901/tsfile/live/0124_1.m3u8?key=txiptv&playlive=0&authid=0
江苏卫视,http://14.212.185.27:9901/tsfile/live/0127_1.m3u8?key=txiptv&playlive=0&authid=0
东方卫视,http://14.212.185.27:9901/tsfile/live/0107_1.m3u8?key=txiptv&playlive=0&authid=0
安徽卫视,http://14.212.185.27:9901/tsfile/live/0130_1.m3u8?key=txiptv&playlive=0&authid=0
北京卫视,http://14.212.185.27:9901/tsfile/live/0122_1.m3u8?key=txiptv&playlive=0&authid=0
天津卫视,http://14.212.185.27:9901/tsfile/live/0135_1.m3u8?key=txiptv&playlive=0&authid=0
山东卫视,http://14.212.185.27:9901/tsfile/live/0131_1.m3u8?key=txiptv&playlive=0&authid=0
江西卫视,http://14.212.185.27:9901/tsfile/live/0138_1.m3u8?key=txiptv&playlive=0&authid=0
深圳卫视,http://14.212.185.27:9901/tsfile/live/0126_1.m3u8?key=txiptv&playlive=0&authid=0
湖北卫视,http://14.212.185.27:9901/tsfile/live/0132_1.m3u8?key=txiptv&playlive=0&authid=0
辽宁卫视,http://14.212.185.27:9901/tsfile/live/0121_1.m3u8?key=txiptv&playlive=0&authid=0
黑龙江卫视,http://14.212.185.27:9901/tsfile/live/0143_1.m3u8?key=txiptv&playlive=0&authid=0
贵州卫视,http://14.212.185.27:9901/tsfile/live/0120_1.m3u8?key=txiptv&playlive=0&authid=0
四川卫视,http://14.212.185.27:9901/tsfile/live/0123_1.m3u8?key=txiptv&playlive=0&authid=0
河南卫视,http://14.212.185.27:9901/tsfile/live/0139_1.m3u8?key=txiptv&playlive=0&authid=0
云南卫视,http://14.212.185.27:9901/tsfile/live/0119_1.m3u8?key=txiptv&playlive=0&authid=0
重庆卫视,http://14.212.185.27:9901/tsfile/live/0142_1.m3u8?key=txiptv&playlive=0&authid=0
河北卫视,http://14.212.185.27:9901/tsfile/live/0117_1.m3u8?key=txiptv&playlive=0&authid=0
东南卫视,http://14.212.185.27:9901/tsfile/live/0137_1.m3u8?key=txiptv&playlive=0&authid=0
广西卫视,http://14.212.185.27:9901/tsfile/live/0113_1.m3u8?key=txiptv&playlive=0&authid=0
吉林卫视,http://14.212.185.27:9901/tsfile/live/0116_1.m3u8?key=txiptv&playlive=0&authid=0
陕西卫视,http://14.212.185.27:9901/tsfile/live/0136_1.m3u8?key=txiptv&playlive=0&authid=0
山西卫视,http://14.212.185.27:9901/tsfile/live/0118_1.m3u8?key=txiptv&playlive=0&authid=0
内蒙古卫视,http://14.212.185.27:9901/tsfile/live/0109_1.m3u8?key=txiptv&playlive=0&authid=0
青海卫视,http://14.212.185.27:9901/tsfile/live/0140_1.m3u8?key=txiptv&playlive=0&authid=0
五华台,http://163.177.124.235:9901udp://@224.1.5.2:5000
五华影视,http://163.177.124.235:9901udp://@224.1.5.3:5000
梅州,http://163.177.124.235:9901udp://@224.1.5.4:5000
梅州2,http://163.177.124.235:9901udp://@224.1.5.5:5000
本地台,http://163.177.124.235:9901udp://@224.1.5.6:5000
TVB星河,http://163.177.124.235:9901udp://@224.1.5.7:5000
翡翠台,http://163.177.124.235:9901udp://@224.1.5.8:5000
广东卫视,http://163.177.124.235:9901udp://@224.1.5.9:5000
广东珠江,http://163.177.124.235:9901udp://@224.1.5.10:5000
广东新闻,http://163.177.124.235:9901udp://@224.1.5.11:5000
广东公共,http://163.177.124.235:9901udp://@224.1.5.12:5000
广东体育,http://163.177.124.235:9901udp://@224.1.5.13:5000
深圳宝安,http://163.177.124.235:9901udp://@224.1.5.14:5000
南方一,http://163.177.124.235:9901udp://@224.1.5.15:5000
南方二,http://163.177.124.235:9901udp://@224.1.5.16:5000
南方四,http://163.177.124.235:9901udp://@224.1.5.17:5000
南方五,http://163.177.124.235:9901udp://@224.1.5.18:5000
凤凰中文,http://163.177.124.235:9901udp://@224.1.5.19:5000
测试,http://163.177.124.235:9901udp://@224.1.5.20:5000
CCTV1,http://163.177.124.235:9901udp://@224.1.5.21:5000
CCTV2,http://163.177.124.235:9901udp://@224.1.5.22:5000
CCTV3,http://163.177.124.235:9901udp://@224.1.5.23:5000
CCTV4,http://163.177.124.235:9901udp://@224.1.5.24:5000
CCTV5,http://163.177.124.235:9901udp://@224.1.5.25:5000
CCTV5+,http://163.177.124.235:9901udp://@224.1.5.26:5000
CCTV6,http://163.177.124.235:9901udp://@224.1.5.27:5000
CCTV7,http://163.177.124.235:9901udp://@224.1.5.28:5000
CCTV8,http://163.177.124.235:9901udp://@224.1.5.29:5000
CCTV9,http://163.177.124.235:9901udp://@224.1.5.30:5000
CCTV10,http://163.177.124.235:9901udp://@224.1.5.31:5000
CCTV11,http://163.177.124.235:9901udp://@224.1.5.32:5000
CCTV12,http://163.177.124.235:9901udp://@224.1.5.33:5000
CCTV13,http://163.177.124.235:9901udp://@224.1.5.34:5000
CCTV14,http://163.177.124.235:9901udp://@224.1.5.35:5000
CCTV15,http://163.177.124.235:9901udp://@224.1.5.36:5000
CCTV16,http://163.177.124.235:9901udp://@224.1.5.37:5000
CCTV17,http://163.177.124.235:9901udp://@224.1.5.38:5000
CCTN,http://163.177.124.235:9901udp://@224.1.5.39:5000
少儿卫视,http://163.177.124.235:9901udp://@224.1.5.40:5000
金鹰卡通,http://163.177.124.235:9901udp://@224.1.5.41:5000
炫动卡通,http://163.177.124.235:9901udp://@224.1.5.42:5000
嘉佳卡通,http://163.177.124.235:9901udp://@224.1.5.43:5000
少儿动画,http://163.177.124.235:9901udp://@224.1.5.44:5000
电影2,http://163.177.124.235:9901udp://@224.1.5.45:5000
测试,http://163.177.124.235:9901udp://@224.1.5.46:5000
经典电影,http://163.177.124.235:9901udp://@224.1.5.47:5000
CHC电影,http://163.177.124.235:9901udp://@224.1.5.48:5000
测试,http://163.177.124.235:9901udp://@224.1.5.49:5000
谍战剧场,http://163.177.124.235:9901udp://@224.1.5.50:5000
湖南卫视,http://163.177.124.235:9901udp://@224.1.5.51:5000
浙江卫视,http://163.177.124.235:9901udp://@224.1.5.52:5000
江苏卫视,http://163.177.124.235:9901udp://@224.1.5.53:5000
东方卫视,http://163.177.124.235:9901udp://@224.1.5.54:5000
广州新闻,http://163.177.124.235:9901udp://@224.1.5.55:5000
金鹰纪实,http://163.177.124.235:9901udp://@224.1.5.68:5000
安徽卫视,http://163.177.124.235:9901udp://@224.1.5.69:5000
黑龙江卫视,http://163.177.124.235:9901udp://@224.1.5.58:5000
北京卫视,http://163.177.124.235:9901udp://@224.1.5.59:5000
天津卫视,http://163.177.124.235:9901udp://@224.1.5.60:5000
山东卫视,http://163.177.124.235:9901udp://@224.1.5.61:5000
江西卫视,http://163.177.124.235:9901udp://@224.1.5.62:5000
深圳卫视,http://163.177.124.235:9901udp://@224.1.5.63:5000
湖北卫视,http://163.177.124.235:9901udp://@224.1.5.64:5000
辽宁卫视,http://163.177.124.235:9901udp://@224.1.5.65:5000
贵州卫视,http://163.177.124.235:9901udp://@224.1.5.66:5000
四川卫视,http://163.177.124.235:9901udp://@224.1.5.67:5000
中国教育,http://163.177.124.235:9901udp://@224.1.5.70:5000
上海纪实,http://163.177.124.235:9901udp://@224.1.5.106:5000
重庆卫视,http://163.177.124.235:9901udp://@224.1.5.72:5000
河北卫视,http://163.177.124.235:9901udp://@224.1.5.73:5000
东南卫视,http://163.177.124.235:9901udp://@224.1.5.74:5000
吉林卫视,http://163.177.124.235:9901udp://@224.1.5.75:5000
三沙卫视,http://163.177.124.235:9901udp://@224.1.5.76:5000
广西卫视,http://163.177.124.235:9901udp://@224.1.5.77:5000
河南卫视,http://163.177.124.235:9901udp://@224.1.5.78:5000
云南卫视,http://163.177.124.235:9901udp://@224.1.5.79:5000
陕西卫视,http://163.177.124.235:9901udp://@224.1.5.80:5000
山西卫视,http://163.177.124.235:9901udp://@224.1.5.81:5000
内蒙古,http://163.177.124.235:9901udp://@224.1.5.82:5000
青海卫视,http://163.177.124.235:9901udp://@224.1.5.83:5000
旅游卫视,http://163.177.124.235:9901udp://@224.1.5.85:5000
宁夏卫视,http://163.177.124.235:9901udp://@224.1.5.86:5000
深圳龙岗,http://163.177.124.235:9901udp://@224.1.5.87:5000
综合卫视,http://163.177.124.235:9901udp://@224.1.5.88:5000
甘肃卫视,http://163.177.124.235:9901udp://@224.1.5.89:5000
兵团卫视,http://163.177.124.235:9901udp://@224.1.5.90:5000
相声小品,http://163.177.124.235:9901udp://@224.1.5.91:5000
河源综合,http://163.177.124.235:9901udp://@224.1.5.92:5000
河源公共,http://163.177.124.235:9901udp://@224.1.5.93:5000
深圳电视剧,http://163.177.124.235:9901udp://@224.1.5.94:5000
中国交通,http://163.177.124.235:9901udp://@224.1.5.95:5000
深圳都市,http://163.177.124.235:9901udp://@224.1.5.96:5000
风云足球,http://163.177.124.235:9901udp://@224.1.5.97:5000
世界地理,http://163.177.124.235:9901udp://@224.1.5.98:5000
风云音乐,http://163.177.124.235:9901udp://@224.1.5.99:5000
风云剧场,http://163.177.124.235:9901udp://@224.1.5.100:5000
怀旧剧场,http://163.177.124.235:9901udp://@224.1.5.101:5000
央视文化,http://163.177.124.235:9901udp://@224.1.5.102:5000
国防军事,http://163.177.124.235:9901udp://@224.1.5.103:5000
电视指南,http://163.177.124.235:9901udp://@224.1.5.104:5000
岭南戏曲,http://163.177.124.235:9901udp://@224.1.5.105:5000
现代教育,http://163.177.124.235:9901udp://@224.1.5.107:5000
惠州,http://163.177.124.235:9901udp://@224.1.5.108:5000
汕头一台,http://163.177.124.235:9901udp://@224.1.5.109:5000
广东体育,http://163.177.124.235:9901udp://@224.1.5.110:5000
广东卫视,http://113.66.5.101:4433/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0
广州新闻,http://113.66.5.101:4433/tsfile/live/1002_1.m3u8?key=txiptv&playlive=0&authid=0
广州影视,http://113.66.5.101:4433/tsfile/live/1003_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV5+,http://113.66.5.101:4433/tsfile/live/0016_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV1,http://113.66.5.101:4433/tsfile/live/0001_1.m3u8?key=txiptv&playlive=0&authid=0
东方卫视,http://113.66.5.101:4433/tsfile/live/0107_1.m3u8?key=txiptv&playlive=0&authid=0
南方卫视,http://113.66.5.101:4433/tsfile/live/1000_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV14,http://113.66.5.101:4433/tsfile/live/0014_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV12,http://113.66.5.101:4433/tsfile/live/0012_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV9,http://113.66.5.101:4433/tsfile/live/0009_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV7,http://113.66.5.101:4433/tsfile/live/0007_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV10,http://113.66.5.101:4433/tsfile/live/0010_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV2,http://113.66.5.101:4433/tsfile/live/0002_1.m3u8?key=txiptv&playlive=0&authid=0
